"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"California","Santa Cruz",2018,365,273,82,5,5,0,0,177,56,41,0,0,136,229,0
"California","Shasta",2018,365,272,72,15,5,1,0,206,84,43,0,0,341,23,1
"California","Siskiyou",2018,365,247,78,16,21,3,0,219,119,42,0,0,214,151,0
"California","Solano",2018,365,184,166,3,11,1,0,272,69,50,0,1,120,244,0
"California","Sonoma",2018,365,304,48,3,8,2,0,250,57,39,0,2,232,130,1
"California","Stanislaus",2018,365,109,209,32,11,4,0,265,108,59,0,1,153,206,5
"California","Sutter",2018,365,94,236,22,6,6,1,420,100,58,0,0,101,263,1
"California","Tehama",2018,365,208,128,16,12,1,0,206,96,48,0,0,224,141,0
"California","Trinity",2018,291,117,155,12,5,2,0,209,82,54,0,0,0,291,0
"California","Tulare",2018,365,50,194,95,26,0,0,180,140,79,0,0,207,152,6
"California","Tuolumne",2018,348,254,73,20,1,0,0,154,80,43,0,0,348,0,0
"California","Ventura",2018,365,94,254,16,1,0,0,166,88,57,0,0,116,238,11
"California","Yolo",2018,365,216,135,5,7,2,0,260,71,45,0,0,198,167,0
"Colorado","Adams",2018,365,138,224,3,0,0,0,130,74,54,0,32,120,176,37
"Colorado","Alamosa",2018,360,348,11,0,0,1,0,235,37,19,0,0,0,50,310
"Colorado","Arapahoe",2018,365,227,123,14,1,0,0,156,87,46,0,0,350,15,0
"Colorado","Archuleta",2018,365,333,32,0,0,0,0,97,50,38,0,0,331,0,34
"Colorado","Boulder",2018,362,198,135,28,1,0,0,159,96,49,0,0,265,97,0
"Colorado","Chaffee",2018,164,67,91,5,1,0,0,161,87,58,0,0,164,0,0
"Colorado","Clear Creek",2018,291,145,118,25,3,0,0,164,100,51,0,0,291,0,0
"Colorado","Delta",2018,297,264,33,0,0,0,0,85,52,36,0,1,199,58,39
"Colorado","Denver",2018,365,124,231,10,0,0,0,150,80,54,0,98,119,148,0
"Colorado","Douglas",2018,364,194,143,24,3,0,0,156,97,49,0,0,283,81,0
"Colorado","El Paso",2018,365,217,140,8,0,0,0,119,84,47,0,0,301,64,0
"Colorado","Fremont",2018,20,20,0,0,0,0,0,36,20,15,0,0,0,0,20
"Colorado","Garfield",2018,365,214,135,15,1,0,0,151,87,48,0,0,357,7,1
"Colorado","Grand",2018,166,110,54,1,1,0,0,151,67,47,0,0,166,0,0
"Colorado","Gunnison",2018,365,235,125,4,1,0,0,156,77,47,0,0,354,0,11
"Colorado","Jackson",2018,116,113,3,0,0,0,0,64,27,9,0,0,0,116,0
"Colorado","Jefferson",2018,365,229,99,35,2,0,0,151,101,46,0,0,365,0,0
"Colorado","La Plata",2018,365,236,109,10,7,3,0,243,80,45,0,0,305,57,3
"Colorado","Larimer",2018,365,160,177,25,3,0,0,169,97,53,0,0,287,78,0
"Colorado","Mesa",2018,365,193,167,5,0,0,0,150,80,49,1,0,274,89,1
"Colorado","Moffat",2018,331,262,68,1,0,0,0,108,61,42,0,0,331,0,0
"Colorado","Montezuma",2018,359,259,96,4,0,0,0,115,71,44,0,0,356,3,0
"Colorado","Montrose",2018,326,257,68,1,0,0,0,122,64,42,0,0,326,0,0
"Colorado","Park",2018,324,161,145,17,1,0,0,174,90,51,0,0,323,1,0
"Colorado","Pitkin",2018,123,120,3,0,0,0,0,53,33,15,0,0,0,43,80
"Colorado","Prowers",2018,359,353,5,1,0,0,0,103,31,16,0,0,0,0,359
"Colorado","Pueblo",2018,123,108,14,1,0,0,0,101,51,29,0,0,0,105,18
"Colorado","Rio Blanco",2018,365,215,148,2,0,0,0,108,71,47,0,0,238,127,0
"Colorado","Routt",2018,355,354,1,0,0,0,0,51,30,15,0,0,0,0,355
"Colorado","San Juan",2018,118,109,9,0,0,0,0,100,33,10,0,0,0,118,0
"Colorado","San Miguel",2018,238,160,76,2,0,0,0,101,71,46,0,0,181,0,57
"Colorado","Teller",2018,160,63,85,12,0,0,0,133,97,58,0,0,160,0,0
"Colorado","Weld",2018,365,138,217,10,0,0,0,133,87,54,0,0,208,157,0
"Connecticut","Fairfield",2018,365,218,126,14,7,0,0,185,80,46,0,11,157,197,0
"Connecticut","Hartford",2018,365,240,123,2,0,0,0,143,64,42,0,11,130,224,0
"Connecticut","Litchfield",2018,363,308,51,4,0,0,0,133,57,36,1,0,299,63,0
"Connecticut","Middlesex",2018,208,168,32,8,0,0,0,126,67,40,0,0,208,0,0
"Connecticut","New Haven",2018,365,220,131,12,2,0,0,156,71,44,0,7,143,215,0
"Connecticut","New London",2018,315,260,49,6,0,0,0,140,56,39,0,0,167,148,0
"Connecticut","Tolland",2018,213,189,20,4,0,0,0,140,54,38,0,0,213,0,0
"Connecticut","Windham",2018,358,332,20,6,0,0,0,129,47,34,0,0,358,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2018,152,11,102,28,10,0,1,487,139,76,0,0,0,99,53
"Country Of Mexico","SONORA",2018,362,317,42,3,0,0,0,119,51,38,0,0,362,0,0
"Delaware","Kent",2018,365,267,96,2,0,0,0,133,59,42,0,0,214,151,0
"Delaware","New Castle",2018,365,212,147,6,0,0,0,150,71,48,0,2,149,214,0
"Delaware","Sussex",2018,365,256,105,4,0,0,0,140,61,42,0,0,236,129,0
"District Of Columbia","District of Columbia",2018,365,167,192,5,1,0,0,164,74,52,0,5,114,246,0
"Florida","Alachua",2018,364,317,47,0,0,0,0,90,52,37,0,0,205,159,0
"Florida","Baker",2018,360,341,19,0,0,0,0,87,46,31,0,0,360,0,0
"Florida","Bay",2018,323,209,113,1,0,0,0,126,58,44,0,0,90,233,0
"Florida","Brevard",2018,365,288,76,1,0,0,0,129,55,41,0,0,167,198,0
"Florida","Broward",2018,365,191,174,0,0,0,0,100,61,49,0,4,63,298,0
"Florida","Citrus",2018,350,247,103,0,0,0,0,73,56,43,0,0,0,350,0
"Florida","Collier",2018,365,262,103,0,0,0,0,80,58,42,0,0,118,247,0
"Florida","Columbia",2018,359,267,91,1,0,0,0,111,58,41,0,0,131,228,0
"Florida","Duval",2018,365,177,183,4,1,0,0,156,65,51,0,0,55,299,11
"Florida","Escambia",2018,365,306,59,0,0,0,0,93,54,38,0,0,314,51,0
"Florida","Flagler",2018,345,330,15,0,0,0,0,77,47,32,0,0,345,0,0
"Florida","Hamilton",2018,307,205,102,0,0,0,0,69,56,43,0,0,0,307,0
"Florida","Highlands",2018,351,337,13,1,0,0,0,108,47,31,0,0,351,0,0
"Florida","Hillsborough",2018,365,168,193,4,0,0,0,122,63,51,0,0,67,298,0
"Florida","Holmes",2018,346,236,110,0,0,0,0,81,58,43,0,0,79,267,0
"Florida","Indian River",2018,356,325,30,1,0,0,0,101,49,36,0,0,356,0,0
"Florida","Lake",2018,363,331,31,1,0,0,0,101,49,33,0,0,363,0,0
"Florida","Lee",2018,365,294,70,1,0,0,0,106,57,38,0,0,212,153,0
"Florida","Leon",2018,355,217,138,0,0,0,0,97,61,46,0,0,58,297,0
"Florida","Liberty",2018,284,273,11,0,0,0,0,71,47,31,0,0,284,0,0
"Florida","Manatee",2018,365,330,33,2,0,0,0,119,50,34,0,0,365,0,0
"Florida","Marion",2018,365,273,92,0,0,0,0,90,56,42,0,0,86,279,0
"Florida","Martin",2018,365,285,79,1,0,0,0,112,55,42,0,0,109,256,0
"Florida","Miami-Dade",2018,365,194,167,4,0,0,0,126,61,49,0,8,49,307,1
"Florida","Nassau",2018,271,192,79,0,0,0,0,86,56,43,0,0,0,271,0
"Florida","Okaloosa",2018,353,325,28,0,0,0,0,80,49,33,0,0,345,0,8
"Florida","Orange",2018,365,286,77,1,1,0,0,151,55,40,0,0,191,174,0
"Florida","Osceola",2018,365,330,33,2,0,0,0,126,50,33,0,0,365,0,0
"Florida","Palm Beach",2018,365,260,105,0,0,0,0,91,58,42,0,0,152,202,11
"Florida","Pasco",2018,365,324,39,2,0,0,0,129,54,35,0,0,365,0,0
"Florida","Pinellas",2018,365,245,120,0,0,0,0,100,59,46,0,0,103,260,2
"Florida","Polk",2018,365,290,73,2,0,0,0,112,56,39,0,0,152,213,0
"Florida","Putnam",2018,302,301,1,0,0,0,0,51,23,14,0,0,0,0,302
"Florida","Santa Rosa",2018,363,240,123,0,0,0,0,90,58,43,0,0,109,254,0
"Florida","Sarasota",2018,365,239,126,0,0,0,0,97,60,45,0,0,102,263,0
"Florida","Seminole",2018,365,309,54,2,0,0,0,150,58,39,0,0,191,174,0
"Florida","St. Lucie",2018,360,342,18,0,0,0,0,100,47,33,0,0,360,0,0
"Florida","Volusia",2018,365,291,74,0,0,0,0,80,55,41,0,0,143,222,0
"Florida","Wakulla",2018,353,266,87,0,0,0,0,98,58,41,3,0,109,241,0
"Georgia","Bibb",2018,362,250,111,1,0,0,0,106,60,42,0,0,84,278,0
"Georgia","Charlton",2018,114,105,9,0,0,0,0,65,46,26,0,0,0,114,0
"Georgia","Chatham",2018,363,232,131,0,0,0,0,77,58,44,0,0,55,308,0
"Georgia","Chattooga",2018,245,224,21,0,0,0,0,87,50,35,0,0,245,0,0
"Georgia","Clarke",2018,332,207,123,2,0,0,0,105,61,46,0,0,93,239,0
"Georgia","Clayton",2018,120,72,48,0,0,0,0,71,59,44,0,0,0,120,0
"Georgia","Cobb",2018,286,213,73,0,0,0,0,100,61,41,0,0,203,83,0
"Georgia","Coffee",2018,116,106,10,0,0,0,0,69,49,29,0,0,0,116,0
"Georgia","Columbia",2018,245,223,22,0,0,0,0,90,50,36,0,0,245,0,0
"Georgia","Dawson",2018,245,222,21,2,0,0,0,108,50,35,0,0,245,0,0
"Georgia","DeKalb",2018,365,195,170,0,0,0,0,100,63,49,0,21,76,268,0
"Georgia","Dougherty",2018,357,227,129,1,0,0,0,137,62,39,0,0,0,357,0
"Georgia","Douglas",2018,242,214,28,0,0,0,0,93,51,37,0,0,242,0,0
"Georgia","Floyd",2018,333,151,182,0,0,0,0,82,64,52,0,0,0,333,0
"Georgia","Fulton",2018,365,153,208,4,0,0,0,133,68,52,1,22,70,272,0
"Georgia","Glynn",2018,272,247,25,0,0,0,0,74,49,35,0,0,202,70,0
"Georgia","Gwinnett",2018,361,160,201,0,0,0,0,87,66,52,0,0,66,295,0
"Georgia","Hall",2018,322,220,102,0,0,0,0,72,58,41,0,0,0,322,0
"Georgia","Henry",2018,354,246,105,3,0,0,0,115,60,38,0,0,134,220,0
"Georgia","Houston",2018,322,196,124,2,0,0,0,108,63,46,0,0,0,322,0
"Georgia","Lowndes",2018,315,167,148,0,0,0,0,94,59,49,0,0,0,315,0
"Georgia","Murray",2018,271,232,39,0,0,0,0,100,54,37,0,0,205,66,0
"Georgia","Muscogee",2018,364,257,107,0,0,0,0,98,59,39,0,0,105,259,0
"Georgia","Pike",2018,288,274,13,1,0,0,0,115,46,33,0,0,288,0,0
"Georgia","Richmond",2018,364,200,160,4,0,0,0,150,63,47,0,0,54,300,10
"Georgia","Rockdale",2018,243,200,41,2,0,0,0,112,61,36,0,0,243,0,0
"Georgia","Sumter",2018,241,219,22,0,0,0,0,80,50,34,0,0,241,0,0
"Georgia","Walker",2018,347,196,151,0,0,0,0,75,61,47,0,0,0,347,0
"Georgia","Washington",2018,121,96,25,0,0,0,0,70,56,37,0,0,0,121,0
"Hawaii","Hawaii",2018,365,140,211,12,2,0,0,153,89,55,0,0,0,365,0
"Hawaii","Honolulu",2018,365,353,12,0,0,0,0,73,43,31,1,0,200,162,2
"Hawaii","Kauai",2018,355,350,5,0,0,0,0,56,34,18,0,147,0,208,0
"Hawaii","Maui",2018,361,347,14,0,0,0,0,76,39,25,0,0,0,361,0
"Idaho","Ada",2018,365,266,92,7,0,0,0,134,72,42,2,0,226,135,2
"Idaho","Bannock",2018,365,298,63,2,2,0,0,174,60,29,0,0,0,310,55
"Idaho","Benewah",2018,361,156,192,11,2,0,0,164,80,53,0,0,0,361,0
"Idaho","Blaine",2018,363,313,47,3,0,0,0,143,55,17,0,0,0,363,0
"Idaho","Boise",2018,365,169,190,6,0,0,0,130,70,52,0,0,0,365,0
"Idaho","Bonner",2018,363,258,89,11,4,1,0,270,64,39,0,0,0,332,31
"Idaho","Bonneville",2018,352,268,81,2,1,0,0,154,61,36,0,0,0,352,0
"Idaho","Butte",2018,363,311,49,3,0,0,0,115,54,41,0,0,352,11,0
"Idaho","Canyon",2018,365,254,106,5,0,0,0,134,69,35,0,0,0,324,41
"Idaho","Custer",2018,90,85,3,2,0,0,0,128,26,7,0,0,0,90,0
"Idaho","Franklin",2018,319,249,67,3,0,0,0,124,61,25,0,0,0,319,0
"Idaho","Idaho",2018,365,248,115,2,0,0,0,134,64,43,0,0,156,209,0
"Idaho","Jerome",2018,320,270,45,5,0,0,0,145,57,24,0,0,0,320,0
"Idaho","Kootenai",2018,331,240,81,5,4,1,0,229,65,33,0,0,0,331,0
"Idaho","Latah",2018,365,327,32,5,1,0,0,184,52,14,0,0,0,365,0
"Idaho","Lemhi",2018,360,225,132,3,0,0,0,121,74,38,0,0,0,360,0
"Idaho","Nez Perce",2018,365,273,87,4,1,0,0,188,67,25,0,0,0,365,0
"Idaho","Shoshone",2018,365,157,195,12,1,0,0,153,85,53,0,0,0,361,4
"Idaho","Twin Falls",2018,355,271,79,3,2,0,0,151,60,39,0,0,0,355,0
"Idaho","Valley",2018,353,254,97,2,0,0,0,108,62,29,0,0,0,353,0
"Illinois","Adams",2018,245,228,17,0,0,0,0,87,49,35,0,0,245,0,0
"Illinois","Champaign",2018,365,209,152,4,0,0,0,112,65,47,0,0,148,217,0
"Illinois","Clark",2018,359,337,21,1,0,0,0,101,48,32,0,0,359,0,0
"Illinois","Cook",2018,365,86,260,15,4,0,0,177,86,59,0,25,91,244,5
"Illinois","DuPage",2018,361,136,221,4,0,0,0,112,72,53,0,0,89,272,0
"Illinois","Effingham",2018,245,214,30,1,0,0,0,112,51,39,0,0,245,0,0
"Illinois","Hamilton",2018,362,212,147,3,0,0,0,105,63,47,0,0,111,251,0
"Illinois","Jersey",2018,356,208,145,3,0,0,0,122,66,47,0,0,131,225,0
"Illinois","Jo Daviess",2018,344,323,19,2,0,0,0,119,47,33,0,0,344,0,0
"Illinois","Kane",2018,364,275,84,5,0,0,0,122,63,39,0,0,287,77,0
"Illinois","Lake",2018,352,304,40,6,2,0,0,164,58,35,0,0,352,0,0
"Illinois","Macon",2018,365,162,200,3,0,0,0,126,67,52,0,0,86,279,0
"Illinois","Macoupin",2018,333,300,30,3,0,0,0,115,50,36,0,89,244,0,0
"Illinois","Madison",2018,365,159,196,8,2,0,0,154,74,53,0,0,166,195,4
"Illinois","McHenry",2018,362,213,141,8,0,0,0,122,71,46,0,0,185,177,0
"Illinois","McLean",2018,365,169,195,1,0,0,0,108,67,52,0,0,99,266,0
"Illinois","Peoria",2018,365,189,173,3,0,0,0,101,67,49,0,0,121,244,0
"Illinois","Randolph",2018,363,225,137,1,0,0,0,129,61,46,0,0,150,213,0
"Illinois","Rock Island",2018,365,212,152,1,0,0,0,101,63,46,0,0,161,204,0
"Illinois","Saint Clair",2018,364,152,207,4,1,0,0,174,64,52,2,17,101,244,0
"Illinois","Sangamon",2018,363,189,173,1,0,0,0,122,66,49,0,0,107,256,0
"Illinois","Will",2018,365,194,167,4,0,0,0,126,70,49,0,0,160,205,0
"Illinois","Winnebago",2018,362,310,49,2,1,0,0,151,54,36,0,0,335,27,0
"Indiana","Allen",2018,365,193,166,6,0,0,0,122,68,50,0,0,162,203,0
"Indiana","Bartholomew",2018,365,242,119,4,0,0,0,108,63,44,0,0,184,181,0
"Indiana","Boone",2018,365,324,36,5,0,0,0,112,54,34,0,0,365,0,0
"Indiana","Brown",2018,363,339,24,0,0,0,0,97,48,33,0,0,363,0,0
"Indiana","Carroll",2018,359,337,19,3,0,0,0,115,48,32,0,0,359,0,0
"Indiana","Clark",2018,357,276,77,4,0,0,0,122,61,37,0,0,282,75,0
"Indiana","Delaware",2018,361,301,56,4,0,0,0,129,58,36,0,0,294,67,0
"Indiana","Dubois",2018,119,71,48,0,0,0,0,89,62,42,0,0,0,116,3
"Indiana","Elkhart",2018,363,228,132,3,0,0,0,105,62,44,0,0,139,224,0
"Indiana","Floyd",2018,346,295,46,5,0,0,0,143,55,35,0,0,319,27,0
"Indiana","Greene",2018,361,294,64,3,0,0,0,129,59,38,0,0,300,61,0
"Indiana","Hamilton",2018,365,229,130,6,0,0,0,129,63,45,0,0,165,200,0
"Indiana","Hendricks",2018,365,335,28,2,0,0,0,108,48,33,0,0,365,0,0
"Indiana","Henry",2018,116,80,35,1,0,0,0,111,60,41,0,0,0,116,0
"Indiana","Howard",2018,365,234,126,5,0,0,0,108,61,44,0,0,145,220,0
"Indiana","Huntington",2018,358,337,21,0,0,0,0,97,46,31,0,0,358,0,0
"Indiana","Jackson",2018,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0
"Indiana","Knox",2018,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0
"Indiana","LaPorte",2018,363,288,68,6,1,0,0,161,61,37,0,0,316,47,0
"Indiana","Lake",2018,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3
"Indiana","Madison",2018,365,199,159,7,0,0,0,136,63,48,0,0,125,240,0
"Indiana","Marion",2018,365,105,249,10,1,0,0,158,73,55,0,0,81,284,0
"Indiana","Monroe",2018,335,182,153,0,0,0,0,98,63,48,0,0,0,335,0
"Indiana","Morgan",2018,364,337,27,0,0,0,0,100,47,33,0,0,364,0,0
"Indiana","Perry",2018,350,324,26,0,0,0,0,80,50,35,0,0,350,0,0
"Indiana","Porter",2018,365,214,146,4,1,0,0,164,64,47,0,0,160,190,15
"Indiana","Posey",2018,360,326,34,0,0,0,0,100,50,34,0,0,360,0,0
"Indiana","Shelby",2018,361,331,25,5,0,0,0,112,49,34,0,0,361,0,0
"Indiana","Spencer",2018,121,72,49,0,0,0,0,87,61,41,0,0,0,121,0
"Indiana","St. Joseph",2018,365,173,185,7,0,0,0,133,67,51,0,1,123,241,0
"Indiana","Sullivan",2018,181,108,73,0,0,0,0,92,62,43,0,0,0,181,0
"Indiana","Tippecanoe",2018,345,207,138,0,0,0,0,80,59,46,0,0,0,345,0
"Indiana","Vanderburgh",2018,365,200,162,3,0,0,0,143,64,48,0,0,122,243,0
"Indiana","Vigo",2018,365,188,174,3,0,0,0,115,67,50,0,0,132,233,0
"Indiana","Wabash",2018,362,315,42,5,0,0,0,129,54,35,0,0,362,0,0
"Indiana","Warrick",2018,365,324,38,3,0,0,0,126,51,35,0,0,365,0,0
"Indiana","Whitley",2018,348,235,113,0,0,0,0,84,59,41,0,0,0,348,0
"Iowa","Black Hawk",2018,365,140,225,0,0,0,0,84,66,53,0,0,0,365,0
"Iowa","Bremer",2018,245,224,19,2,0,0,0,112,50,37,0,0,245,0,0
"Iowa","Cerro Gordo",2018,115,115,0,0,0,0,0,46,31,16,0,0,0,0,115
"Iowa","Clinton",2018,365,168,197,0,0,0,0,100,68,52,0,0,88,277,0
"Iowa","Harrison",2018,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0
"Iowa","Johnson",2018,362,186,176,0,0,0,0,93,61,50,0,0,0,362,0
"Iowa","Lee",2018,121,70,51,0,0,0,0,78,61,45,0,0,0,121,0
"Iowa","Linn",2018,365,185,176,4,0,0,0,129,67,50,0,0,96,269,0
"Iowa","Montgomery",2018,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0
"Iowa","Muscatine",2018,365,154,211,0,0,0,0,95,66,52,0,0,0,365,0
"Iowa","Palo Alto",2018,365,188,175,2,0,0,0,115,66,49,0,0,104,261,0
