"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Arkansas","Union",2019,241,135,106,0,0,0,0,99,59,46,0,0,0,241,0
"Arkansas","Washington",2019,365,193,172,0,0,0,0,97,61,48,0,0,118,247,0
"California","Alameda",2019,365,183,174,8,0,0,0,150,67,50,0,11,94,260,0
"California","Amador",2019,355,308,45,2,0,0,0,115,51,39,0,0,355,0,0
"California","Butte",2019,365,171,189,3,2,0,0,180,71,51,0,0,121,243,1
"California","Calaveras",2019,360,288,71,1,0,0,0,108,60,43,0,0,297,62,1
"California","Colusa",2019,365,260,105,0,0,0,0,85,61,41,0,0,152,173,40
"California","Contra Costa",2019,365,238,123,4,0,0,0,129,64,43,0,3,171,190,1
"California","Del Norte",2019,248,210,38,0,0,0,0,74,53,26,0,0,0,248,0
"California","El Dorado",2019,365,273,86,6,0,0,0,122,74,43,0,0,353,3,9
"California","Fresno",2019,365,113,186,64,2,0,0,187,115,63,0,1,229,118,17
"California","Glenn",2019,362,274,88,0,0,0,0,86,58,42,0,0,232,119,11
"California","Humboldt",2019,363,340,23,0,0,0,0,69,44,28,2,1,253,70,37
"California","Imperial",2019,365,94,250,19,2,0,0,185,93,61,0,0,185,128,52
"California","Inyo",2019,365,226,127,6,2,1,3,653,84,47,0,0,313,23,29
"California","Kern",2019,365,91,179,87,6,1,1,553,122,69,0,1,228,108,28
"California","Kings",2019,365,123,201,37,2,0,2,508,105,58,0,0,166,130,69
"California","Lake",2019,360,360,0,0,0,0,0,50,42,31,0,0,351,8,1
"California","Los Angeles",2019,365,34,245,57,28,1,0,201,136,72,0,24,166,170,5
"California","Madera",2019,365,167,185,13,0,0,0,140,84,52,0,0,225,103,37
"California","Marin",2019,363,291,71,1,0,0,0,133,55,37,0,10,151,202,0
"California","Mariposa",2019,365,192,159,9,5,0,0,185,84,50,0,0,247,118,0
"California","Mendocino",2019,361,290,71,0,0,0,0,80,54,36,0,0,155,199,7
"California","Merced",2019,365,176,182,7,0,0,0,119,80,51,0,0,202,161,2
"California","Mono",2019,365,242,108,6,0,0,9,4227,83,34,0,0,0,322,43
"California","Monterey",2019,365,303,61,1,0,0,0,144,54,39,2,0,228,127,8
"California","Napa",2019,363,295,66,2,0,0,0,119,54,37,2,0,211,150,0
"California","Nevada",2019,361,251,105,5,0,0,0,122,71,45,0,0,272,89,0
"California","Orange",2019,365,157,192,15,1,0,0,172,87,53,0,7,188,164,6
"California","Placer",2019,365,198,158,9,0,0,0,136,77,49,0,0,218,145,2
"California","Plumas",2019,341,220,116,5,0,0,0,138,71,34,0,0,0,341,0
"California","Riverside",2019,365,53,192,91,29,0,0,185,147,77,0,0,219,102,44
"California","Sacramento",2019,365,175,180,10,0,0,0,140,84,52,0,1,188,169,7
"California","San Benito",2019,365,318,47,0,0,0,0,90,52,39,0,0,308,51,6
"California","San Bernardino",2019,365,29,203,71,54,8,0,213,172,81,0,4,214,140,7
"California","San Diego",2019,365,38,302,23,2,0,0,169,93,66,0,1,133,228,3
"California","San Francisco",2019,365,251,113,1,0,0,0,108,58,39,0,15,119,231,0
"California","San Joaquin",2019,365,202,151,11,1,0,0,190,82,47,0,1,201,149,14
"California","San Luis Obispo",2019,365,196,166,3,0,0,0,108,74,49,0,0,239,109,17
"California","San Mateo",2019,365,276,87,2,0,0,0,122,57,39,0,14,135,216,0
"California","Santa Barbara",2019,365,242,122,1,0,0,0,105,63,45,0,0,228,128,9
"California","Santa Clara",2019,365,205,156,4,0,0,0,136,68,48,0,1,134,229,1
"California","Santa Cruz",2019,365,291,74,0,0,0,0,74,54,39,0,0,166,199,0
"California","Shasta",2019,364,306,58,0,0,0,0,100,54,42,0,0,349,13,2
"California","Siskiyou",2019,365,302,59,2,2,0,0,164,54,38,0,0,239,126,0
"California","Solano",2019,365,226,138,1,0,0,0,119,64,45,0,1,129,235,0
"California","Sonoma",2019,365,318,47,0,0,0,0,87,52,36,0,1,202,155,7
"California","Stanislaus",2019,365,168,174,22,1,0,0,177,92,52,0,0,208,147,10
"California","Sutter",2019,365,200,163,2,0,0,0,110,71,48,0,0,200,159,6
"California","Tehama",2019,365,263,102,0,0,0,0,93,64,43,0,0,299,66,0
"California","Trinity",2019,269,225,42,2,0,0,0,113,56,23,0,0,0,269,0
"California","Tulare",2019,365,98,186,78,2,1,0,280,122,67,0,0,210,136,19
"California","Tuolumne",2019,358,273,83,2,0,0,0,108,67,43,0,0,358,0,0
"California","Ventura",2019,365,175,181,9,0,0,0,126,77,51,0,3,226,127,9
"California","Yolo",2019,365,252,112,1,0,0,0,136,63,43,0,1,249,114,1
"Colorado","Adams",2019,365,183,181,1,0,0,0,132,67,50,0,30,129,152,54
"Colorado","Alamosa",2019,107,107,0,0,0,0,0,28,23,12,0,0,0,107,0
"Colorado","Arapahoe",2019,365,222,137,6,0,0,0,140,80,47,0,0,348,17,0
"Colorado","Archuleta",2019,363,331,30,2,0,0,0,124,50,31,0,3,186,0,174
"Colorado","Boulder",2019,365,192,168,5,0,0,0,119,74,50,0,0,234,131,0
"Colorado","Chaffee",2019,144,80,63,1,0,0,0,108,77,50,0,0,144,0,0
"Colorado","Clear Creek",2019,294,183,109,2,0,0,0,126,74,47,0,0,294,0,0
"Colorado","Delta",2019,365,338,27,0,0,0,0,80,50,41,0,0,340,25,0
"Colorado","Denver",2019,365,139,223,2,1,0,0,153,77,54,0,80,133,152,0
"Colorado","Douglas",2019,361,220,130,10,1,0,0,154,79,47,0,0,289,72,0
"Colorado","El Paso",2019,365,249,116,0,0,0,0,100,67,46,0,0,320,45,0
"Colorado","Fremont",2019,32,32,0,0,0,0,0,29,23,13,0,0,0,0,32
"Colorado","Garfield",2019,365,248,115,2,0,0,0,105,74,48,0,0,364,1,0
"Colorado","Gilpin",2019,143,117,25,1,0,0,0,115,58,45,0,0,143,0,0
"Colorado","Grand",2019,118,95,23,0,0,0,0,80,58,45,0,0,118,0,0
"Colorado","Gunnison",2019,362,264,96,2,0,0,0,101,67,46,0,0,362,0,0
"Colorado","Jackson",2019,102,102,0,0,0,0,0,34,17,8,0,0,0,102,0
"Colorado","Jefferson",2019,365,238,111,16,0,0,0,129,87,46,0,2,363,0,0
"Colorado","La Plata",2019,365,267,98,0,0,0,0,87,61,44,0,3,317,45,0
"Colorado","Larimer",2019,365,183,176,6,0,0,0,129,77,50,0,0,307,58,0
"Colorado","Mesa",2019,364,238,125,1,0,0,0,101,67,47,2,0,283,78,1
"Colorado","Montezuma",2019,365,279,86,0,0,0,0,97,61,46,0,0,365,0,0
"Colorado","Park",2019,312,160,150,2,0,0,0,101,80,50,0,0,312,0,0
"Colorado","Pitkin",2019,121,121,0,0,0,0,0,46,19,11,0,0,0,33,88
"Colorado","Prowers",2019,346,343,3,0,0,0,0,76,28,14,0,0,0,0,346
"Colorado","Pueblo",2019,126,125,1,0,0,0,0,68,40,26,0,0,0,102,24
"Colorado","Rio Blanco",2019,365,252,113,0,0,0,0,100,55,47,0,0,194,171,0
"Colorado","Routt",2019,356,353,2,1,0,0,0,137,27,13,0,0,0,0,356
"Colorado","San Juan",2019,116,116,0,0,0,0,0,32,19,9,0,0,0,116,0
"Colorado","San Miguel",2019,241,189,52,0,0,0,0,87,58,45,0,0,185,0,56
"Colorado","Weld",2019,365,152,205,8,0,0,0,129,77,53,0,0,228,137,0
"Connecticut","Fairfield",2019,365,221,123,18,3,0,0,161,77,46,0,2,159,204,0
"Connecticut","Hartford",2019,365,252,108,5,0,0,0,122,59,43,0,12,163,190,0
"Connecticut","Litchfield",2019,365,327,38,0,0,0,0,97,51,37,0,0,311,54,0
"Connecticut","Middlesex",2019,205,175,23,6,1,0,0,154,61,41,0,0,205,0,0
"Connecticut","New Haven",2019,365,228,123,12,2,0,0,159,70,44,0,3,181,180,1
"Connecticut","New London",2019,364,295,62,7,0,0,0,129,56,40,0,0,161,203,0
"Connecticut","Tolland",2019,212,187,20,5,0,0,0,126,54,42,0,0,212,0,0
"Connecticut","Windham",2019,360,344,15,1,0,0,0,105,46,36,0,0,360,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2019,32,5,19,8,0,0,0,144,117,72,0,0,0,0,32
"Country Of Mexico","SONORA",2019,358,288,65,5,0,0,0,126,61,43,0,0,358,0,0
"Delaware","Kent",2019,365,248,117,0,0,0,0,85,61,44,0,0,198,167,0
"Delaware","New Castle",2019,365,207,155,3,0,0,0,136,71,47,0,3,178,184,0
"Delaware","Sussex",2019,365,251,114,0,0,0,0,93,61,44,0,0,205,160,0
"District Of Columbia","District of Columbia",2019,365,195,165,4,1,0,0,159,73,49,0,16,160,189,0
"Florida","Alachua",2019,364,289,75,0,0,0,0,80,55,39,0,0,158,206,0
"Florida","Baker",2019,361,341,20,0,0,0,0,77,48,33,0,0,361,0,0
"Florida","Bay",2019,357,240,117,0,0,0,0,87,59,44,0,0,108,249,0
"Florida","Brevard",2019,351,308,43,0,0,0,0,90,51,39,0,0,223,128,0
"Florida","Broward",2019,363,213,150,0,0,0,0,90,58,47,2,1,55,305,0
"Florida","Citrus",2019,357,257,100,0,0,0,0,82,55,40,0,0,0,357,0
"Florida","Collier",2019,362,291,71,0,0,0,0,90,54,40,0,0,111,251,0
"Florida","Columbia",2019,363,229,134,0,0,0,0,90,61,46,0,0,102,261,0
"Florida","Duval",2019,361,164,196,1,0,0,0,114,67,51,0,0,72,289,0
"Florida","Escambia",2019,365,248,116,1,0,0,0,101,61,44,0,0,193,172,0
"Florida","Flagler",2019,270,265,5,0,0,0,0,74,45,34,0,0,270,0,0
"Florida","Hamilton",2019,316,214,102,0,0,0,0,81,58,44,0,0,0,316,0
"Florida","Highlands",2019,233,224,9,0,0,0,0,84,46,36,0,0,233,0,0
"Florida","Hillsborough",2019,365,202,158,5,0,0,0,126,67,49,0,0,104,261,0
"Florida","Holmes",2019,362,207,155,0,0,0,0,84,61,47,0,0,106,256,0
"Florida","Indian River",2019,335,324,11,0,0,0,0,90,47,36,0,0,335,0,0
"Florida","Lake",2019,330,301,28,1,0,0,0,101,50,35,0,0,330,0,0
"Florida","Lee",2019,365,289,75,1,0,0,0,108,55,40,0,0,155,206,4
"Florida","Leon",2019,360,215,144,1,0,0,0,119,63,46,0,0,80,280,0
"Florida","Liberty",2019,351,339,12,0,0,0,0,74,45,33,0,0,351,0,0
"Florida","Manatee",2019,365,333,30,2,0,0,0,108,49,36,0,0,365,0,0
"Florida","Marion",2019,365,244,121,0,0,0,0,88,58,44,0,0,111,254,0
"Florida","Martin",2019,352,288,64,0,0,0,0,85,54,41,0,0,115,237,0
"Florida","Miami-Dade",2019,363,245,116,2,0,0,0,146,57,44,1,1,59,301,1
"Florida","Nassau",2019,270,203,67,0,0,0,0,74,55,41,0,0,0,270,0
"Florida","Okaloosa",2019,363,335,28,0,0,0,0,84,48,36,0,0,342,0,21
"Florida","Orange",2019,360,293,67,0,0,0,0,93,55,39,1,1,210,148,0
"Florida","Osceola",2019,364,338,22,4,0,0,0,122,48,34,0,0,364,0,0
"Florida","Palm Beach",2019,357,273,84,0,0,0,0,94,56,40,0,0,108,249,0
"Florida","Pasco",2019,365,336,29,0,0,0,0,97,49,36,0,0,365,0,0
"Florida","Pinellas",2019,365,223,142,0,0,0,0,100,61,47,0,0,99,265,1
"Florida","Polk",2019,365,268,97,0,0,0,0,100,58,42,0,0,138,227,0
"Florida","Putnam",2019,351,346,5,0,0,0,0,54,29,17,0,0,0,0,351
"Florida","Santa Rosa",2019,364,229,135,0,0,0,0,93,60,44,0,0,119,245,0
"Florida","Sarasota",2019,365,268,97,0,0,0,0,100,57,43,0,0,114,251,0
"Florida","Seminole",2019,365,296,68,1,0,0,0,110,56,39,0,0,192,172,1
"Florida","St. Lucie",2019,352,342,10,0,0,0,0,77,46,34,0,0,352,0,0
"Florida","Volusia",2019,350,274,76,0,0,0,0,80,55,41,0,0,149,201,0
"Florida","Wakulla",2019,361,275,86,0,0,0,0,84,58,39,0,0,154,207,0
"Georgia","Bibb",2019,362,216,143,3,0,0,0,137,64,46,0,0,92,270,0
"Georgia","Charlton",2019,103,97,6,0,0,0,0,65,48,26,0,0,0,103,0
"Georgia","Chatham",2019,335,204,131,0,0,0,0,87,60,46,0,0,70,265,0
"Georgia","Chattooga",2019,244,231,13,0,0,0,0,71,48,40,0,0,244,0,0
"Georgia","Clarke",2019,365,171,194,0,0,0,0,87,65,52,0,0,69,296,0
"Georgia","Clayton",2019,119,66,53,0,0,0,0,73,59,48,0,0,0,119,0
"Georgia","Cobb",2019,282,191,90,1,0,0,0,119,61,44,0,0,191,91,0
"Georgia","Coffee",2019,121,94,27,0,0,0,0,70,58,34,0,0,0,121,0
"Georgia","Columbia",2019,245,229,16,0,0,0,0,74,49,39,0,0,245,0,0
"Georgia","Dawson",2019,244,225,18,1,0,0,0,126,48,37,0,0,244,0,0
"Georgia","DeKalb",2019,365,173,188,3,1,0,0,159,67,52,0,20,94,251,0
"Georgia","Dougherty",2019,356,163,191,2,0,0,0,107,68,52,0,0,0,356,0
"Georgia","Douglas",2019,245,212,28,5,0,0,0,126,58,40,0,0,245,0,0
"Georgia","Floyd",2019,363,140,223,0,0,0,0,90,66,54,0,0,0,363,0
"Georgia","Fulton",2019,365,122,236,6,1,0,0,172,74,55,0,5,77,283,0
"Georgia","Glynn",2019,279,235,44,0,0,0,0,80,54,37,0,0,203,76,0
"Georgia","Gwinnett",2019,355,154,199,2,0,0,0,112,71,52,0,0,91,264,0
"Georgia","Hall",2019,340,181,159,0,0,0,0,90,62,49,0,0,0,340,0
"Georgia","Henry",2019,363,234,122,7,0,0,0,150,64,43,0,0,119,244,0
"Georgia","Houston",2019,354,173,179,1,1,0,0,153,65,51,0,0,0,354,0
"Georgia","Lowndes",2019,310,177,133,0,0,0,0,71,60,47,0,0,0,310,0
"Georgia","Murray",2019,269,225,44,0,0,0,0,93,54,42,0,0,230,39,0
"Georgia","Muscogee",2019,364,209,155,0,0,0,0,90,62,47,0,0,91,273,0
"Georgia","Pike",2019,353,307,43,3,0,0,0,147,58,37,0,0,353,0,0
"Georgia","Richmond",2019,364,159,203,2,0,0,0,101,67,52,0,0,67,279,18
"Georgia","Rockdale",2019,241,186,50,5,0,0,0,129,67,43,0,0,241,0,0
"Georgia","Sumter",2019,238,211,27,0,0,0,0,97,54,39,0,0,238,0,0
"Georgia","Walker",2019,356,185,171,0,0,0,0,84,62,49,0,0,0,356,0
"Georgia","Washington",2019,211,138,72,1,0,0,0,116,59,39,0,0,0,211,0
"Hawaii","Hawaii",2019,365,357,8,0,0,0,0,81,34,21,0,0,0,365,0
"Hawaii","Honolulu",2019,365,360,5,0,0,0,0,62,41,28,0,5,266,93,1
"Hawaii","Kauai",2019,363,361,2,0,0,0,0,70,31,16,0,104,0,259,0
"Hawaii","Maui",2019,362,339,19,3,1,0,0,171,39,20,0,0,0,362,0
"Idaho","Ada",2019,365,266,99,0,0,0,0,100,58,41,0,3,183,179,0
"Idaho","Bannock",2019,365,330,35,0,0,0,0,64,50,24,0,0,0,265,100
"Idaho","Benewah",2019,364,188,165,9,2,0,0,155,77,49,0,0,0,364,0
"Idaho","Blaine",2019,314,307,7,0,0,0,0,57,33,20,0,0,0,314,0
"Idaho","Boise",2019,365,223,139,2,1,0,0,170,65,44,0,0,0,365,0
"Idaho","Bonner",2019,365,291,73,1,0,0,0,115,60,27,0,0,0,298,67
"Idaho","Bonneville",2019,357,287,70,0,0,0,0,67,53,38,0,0,0,357,0
"Idaho","Butte",2019,361,347,14,0,0,0,0,71,48,40,0,0,359,2,0
"Idaho","Canyon",2019,365,285,80,0,0,0,0,95,58,32,0,0,0,319,46
"Idaho","Custer",2019,96,95,1,0,0,0,0,51,23,8,0,0,0,96,0
"Idaho","Franklin",2019,364,315,46,3,0,0,0,112,54,23,0,0,0,364,0
"Idaho","Idaho",2019,365,236,129,0,0,0,0,89,60,44,0,0,135,230,0
"Idaho","Jerome",2019,353,345,8,0,0,0,0,55,37,20,0,0,0,353,0
"Idaho","Kootenai",2019,355,281,74,0,0,0,0,88,57,31,0,0,0,355,0
"Idaho","Latah",2019,350,343,7,0,0,0,0,55,35,14,0,0,0,350,0
"Idaho","Lemhi",2019,360,237,119,4,0,0,0,133,72,31,0,0,0,360,0
"Idaho","Nez Perce",2019,360,272,88,0,0,0,0,90,61,32,0,0,0,360,0
"Idaho","Shoshone",2019,365,225,137,3,0,0,0,117,75,38,0,0,0,359,6
"Idaho","Twin Falls",2019,365,344,21,0,0,0,0,74,43,26,0,0,0,365,0
"Idaho","Valley",2019,357,261,96,0,0,0,0,92,66,29,0,0,0,357,0
"Illinois","Adams",2019,241,208,33,0,0,0,0,93,54,41,0,0,241,0,0
"Illinois","Champaign",2019,365,225,140,0,0,0,0,100,64,45,0,0,179,186,0
"Illinois","Clark",2019,327,314,13,0,0,0,0,74,47,34,0,0,327,0,0
"Illinois","Cook",2019,365,80,276,9,0,0,0,133,79,58,0,8,58,295,4
"Illinois","DuPage",2019,352,196,153,2,1,0,0,174,65,48,0,0,130,222,0
"Illinois","Effingham",2019,245,224,21,0,0,0,0,84,50,40,0,0,245,0,0
"Illinois","Hamilton",2019,344,204,139,1,0,0,0,105,61,47,0,0,137,207,0
"Illinois","Jersey",2019,347,221,124,2,0,0,0,119,62,46,0,0,170,177,0
"Illinois","Jo Daviess",2019,363,351,12,0,0,0,0,74,47,34,0,0,363,0,0
"Illinois","Kane",2019,284,210,70,4,0,0,0,112,66,42,0,0,204,80,0
"Illinois","Lake",2019,245,210,33,2,0,0,0,115,58,40,0,0,245,0,0
"Illinois","Macon",2019,364,176,188,0,0,0,0,93,64,51,0,0,100,264,0
"Illinois","Macoupin",2019,357,340,17,0,0,0,0,87,47,33,0,112,245,0,0
"Illinois","Madison",2019,363,140,220,1,2,0,0,156,73,55,0,0,144,217,2
"Illinois","McHenry",2019,340,161,177,2,0,0,0,126,65,52,0,0,88,252,0
"Illinois","McLean",2019,364,187,177,0,0,0,0,100,65,49,0,0,116,248,0
"Illinois","Peoria",2019,364,236,126,2,0,0,0,101,62,44,0,0,153,211,0
"Illinois","Randolph",2019,324,234,90,0,0,0,0,97,58,43,0,0,184,140,0
"Illinois","Rock Island",2019,361,221,138,2,0,0,0,115,63,45,0,0,134,227,0
"Illinois","Saint Clair",2019,365,217,147,1,0,0,0,108,64,47,1,57,144,163,0
"Illinois","Sangamon",2019,360,222,138,0,0,0,0,87,61,45,0,0,122,238,0
"Illinois","Will",2019,365,179,186,0,0,0,0,84,66,51,0,0,75,290,0
"Illinois","Winnebago",2019,341,182,158,1,0,0,0,102,66,49,0,0,108,233,0
"Indiana","Allen",2019,365,200,164,1,0,0,0,101,64,49,0,0,163,202,0
"Indiana","Bartholomew",2019,364,256,108,0,0,0,0,77,58,44,0,0,203,161,0
"Indiana","Boone",2019,351,320,31,0,0,0,0,90,50,35,0,0,351,0,0
"Indiana","Brown",2019,365,349,16,0,0,0,0,74,47,35,0,0,365,0,0
"Indiana","Carroll",2019,358,333,25,0,0,0,0,84,49,35,0,0,358,0,0
"Indiana","Clark",2019,365,225,139,1,0,0,0,101,62,45,0,0,194,171,0
"Indiana","Delaware",2019,352,299,53,0,0,0,0,71,56,36,0,0,272,80,0
"Indiana","Dubois",2019,120,76,44,0,0,0,0,73,59,43,0,0,0,119,1
"Indiana","Elkhart",2019,365,251,114,0,0,0,0,83,61,41,0,0,166,199,0
"Indiana","Floyd",2019,361,336,25,0,0,0,0,87,48,35,0,0,361,0,0
"Indiana","Greene",2019,355,291,64,0,0,0,0,87,55,40,0,0,292,63,0
"Indiana","Hamilton",2019,365,214,149,2,0,0,0,119,64,47,0,0,145,220,0
"Indiana","Hendricks",2019,361,348,13,0,0,0,0,93,47,34,0,0,361,0,0
"Indiana","Henry",2019,119,81,38,0,0,0,0,67,58,37,0,0,0,119,0
"Indiana","Howard",2019,361,236,124,1,0,0,0,108,59,44,0,0,192,169,0
"Indiana","Huntington",2019,355,345,10,0,0,0,0,84,44,31,0,0,355,0,0
"Indiana","Jackson",2019,360,340,20,0,0,0,0,80,47,35,0,0,360,0,0
"Indiana","Knox",2019,359,328,31,0,0,0,0,87,50,36,0,0,359,0,0
"Indiana","LaPorte",2019,364,296,64,4,0,0,0,126,64,37,0,0,317,47,0
"Indiana","Lake",2019,365,151,213,1,0,0,0,101,72,52,0,2,86,274,3
"Indiana","Madison",2019,365,216,148,1,0,0,0,101,61,47,0,0,148,217,0
"Indiana","Marion",2019,365,78,283,4,0,0,0,112,74,58,0,0,62,303,0
"Indiana","Monroe",2019,346,220,126,0,0,0,0,72,58,43,0,0,0,346,0
"Indiana","Morgan",2019,364,344,20,0,0,0,0,87,48,35,0,0,364,0,0
"Indiana","Perry",2019,358,322,36,0,0,0,0,80,51,37,0,0,358,0,0
"Indiana","Porter",2019,365,236,125,4,0,0,0,115,64,44,0,0,164,188,13
"Indiana","Posey",2019,364,341,23,0,0,0,0,80,49,35,0,0,364,0,0
"Indiana","Shelby",2019,365,338,27,0,0,0,0,84,49,36,0,0,365,0,0
"Indiana","Spencer",2019,117,81,36,0,0,0,0,76,58,41,0,0,0,117,0
"Indiana","St. Joseph",2019,365,217,148,0,0,0,0,100,66,46,0,0,178,187,0
"Indiana","Sullivan",2019,116,73,43,0,0,0,0,81,58,41,0,0,0,116,0
"Indiana","Tippecanoe",2019,351,210,141,0,0,0,0,78,61,43,0,0,0,351,0
"Indiana","Vanderburgh",2019,365,229,136,0,0,0,0,90,59,46,0,0,155,210,0
"Indiana","Vigo",2019,365,161,203,1,0,0,0,102,67,52,0,0,110,255,0
"Indiana","Wabash",2019,351,319,32,0,0,0,0,97,50,37,0,0,351,0,0
"Indiana","Warrick",2019,365,337,28,0,0,0,0,93,50,36,0,0,365,0,0
"Indiana","Whitley",2019,352,213,139,0,0,0,0,91,60,43,0,0,0,352,0
"Iowa","Black Hawk",2019,363,238,125,0,0,0,0,85,63,41,0,0,0,363,0
"Iowa","Bremer",2019,243,228,15,0,0,0,0,90,46,37,0,0,243,0,0
"Iowa","Cerro Gordo",2019,118,118,0,0,0,0,0,38,27,15,0,0,0,0,118
"Iowa","Clinton",2019,364,192,172,0,0,0,0,91,65,49,0,0,94,270,0
"Iowa","Harrison",2019,241,222,19,0,0,0,0,97,50,38,0,0,241,0,0
"Iowa","Johnson",2019,364,210,154,0,0,0,0,92,64,46,0,0,0,364,0
"Iowa","Lee",2019,120,80,40,0,0,0,0,73,62,39,0,0,0,120,0
"Iowa","Linn",2019,365,223,142,0,0,0,0,86,64,43,0,0,116,249,0
"Iowa","Montgomery",2019,364,267,97,0,0,0,0,77,58,41,0,0,156,208,0
"Iowa","Muscatine",2019,365,238,127,0,0,0,0,93,61,42,0,0,0,365,0
"Iowa","Palo Alto",2019,364,246,118,0,0,0,0,93,60,44,0,0,102,262,0
