"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"California","Tehama",2020,366,216,117,12,19,2,0,218,94,46,0,0,214,152,0
"California","Trinity",2020,343,215,100,12,13,3,0,211,81,36,0,0,0,343,0
"California","Tulare",2020,366,52,179,103,30,2,0,225,145,80,0,0,164,190,12
"California","Tuolumne",2020,353,277,71,5,0,0,0,143,64,41,0,0,353,0,0
"California","Ventura",2020,366,185,155,21,5,0,0,174,90,50,0,0,239,119,8
"California","Yolo",2020,366,215,123,14,13,1,0,209,86,45,0,1,168,197,0
"Colorado","Adams",2020,366,192,162,11,1,0,0,151,74,49,0,60,163,97,46
"Colorado","Alamosa",2020,119,112,7,0,0,0,0,65,40,14,0,0,0,119,0
"Colorado","Arapahoe",2020,366,243,112,9,2,0,0,159,77,46,0,0,350,16,0
"Colorado","Archuleta",2020,365,302,63,0,0,0,0,93,58,43,0,0,319,0,46
"Colorado","Boulder",2020,366,173,172,19,2,0,0,181,84,51,0,0,213,152,1
"Colorado","Chaffee",2020,69,37,29,3,0,0,0,101,84,50,0,0,69,0,0
"Colorado","Clear Creek",2020,239,140,87,10,2,0,0,156,84,49,0,0,239,0,0
"Colorado","Delta",2020,365,312,53,0,0,0,0,97,54,41,0,0,304,61,0
"Colorado","Denver",2020,366,137,212,17,0,0,0,150,80,53,0,83,115,167,1
"Colorado","Douglas",2020,361,221,123,14,3,0,0,159,80,47,0,0,285,76,0
"Colorado","El Paso",2020,366,241,118,6,1,0,0,151,74,46,0,0,318,48,0
"Colorado","Fremont",2020,17,17,0,0,0,0,0,27,20,11,0,0,0,0,17
"Colorado","Garfield",2020,366,232,129,5,0,0,0,150,75,48,0,0,347,19,0
"Colorado","Gilpin",2020,357,278,70,9,0,0,0,136,67,45,0,0,357,0,0
"Colorado","Grand",2020,175,134,39,2,0,0,0,112,71,45,0,0,175,0,0
"Colorado","Gunnison",2020,335,270,62,3,0,0,0,115,58,44,0,0,335,0,0
"Colorado","Jackson",2020,81,73,8,0,0,0,0,85,41,7,0,0,0,81,0
"Colorado","Jefferson",2020,366,231,108,23,4,0,0,161,90,46,0,0,366,0,0
"Colorado","La Plata",2020,366,273,91,2,0,0,0,133,61,45,0,0,326,40,0
"Colorado","Larimer",2020,366,197,147,20,2,0,0,159,89,49,0,0,291,75,0
"Colorado","Mesa",2020,366,262,101,3,0,0,0,108,64,44,0,0,255,110,1
"Colorado","Montezuma",2020,366,301,63,2,0,0,0,126,58,44,0,0,366,0,0
"Colorado","Park",2020,343,187,146,8,2,0,0,161,74,50,0,0,343,0,0
"Colorado","Pitkin",2020,120,116,4,0,0,0,0,72,34,12,0,0,0,52,68
"Colorado","Prowers",2020,350,327,19,1,2,1,0,238,42,17,0,0,0,0,350
"Colorado","Pueblo",2020,96,84,12,0,0,0,0,67,52,22,0,0,0,65,31
"Colorado","Rio Blanco",2020,365,263,99,3,0,0,0,115,57,45,0,1,185,179,0
"Colorado","Routt",2020,358,353,5,0,0,0,0,68,29,14,0,0,0,0,358
"Colorado","San Juan",2020,119,115,4,0,0,0,0,73,31,9,0,0,0,119,0
"Colorado","San Miguel",2020,247,155,90,2,0,0,0,136,67,48,0,0,191,0,56
"Colorado","Weld",2020,366,166,187,13,0,0,0,140,84,52,0,1,223,142,0
"Connecticut","Fairfield",2020,366,217,136,12,1,0,0,161,80,47,0,6,150,210,0
"Connecticut","Hartford",2020,366,255,111,0,0,0,0,98,60,42,1,11,145,209,0
"Connecticut","Litchfield",2020,362,300,62,0,0,0,0,84,54,39,2,0,250,110,0
"Connecticut","Middlesex",2020,208,182,24,2,0,0,0,129,54,39,0,0,208,0,0
"Connecticut","New Haven",2020,366,210,143,11,2,0,0,174,77,46,1,7,158,198,2
"Connecticut","New London",2020,365,274,87,3,1,0,0,172,61,41,0,0,149,216,0
"Connecticut","Tolland",2020,206,192,14,0,0,0,0,93,48,39,0,0,206,0,0
"Connecticut","Windham",2020,356,345,11,0,0,0,0,87,44,35,0,0,356,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2020,92,0,37,35,20,0,0,185,158,115,0,0,0,92,0
"Country Of Mexico","SONORA",2020,146,125,20,1,0,0,0,101,64,41,0,0,146,0,0
"Delaware","Kent",2020,362,296,66,0,0,0,0,80,54,39,0,0,208,154,0
"Delaware","New Castle",2020,366,231,133,2,0,0,0,105,63,46,0,3,139,224,0
"Delaware","Sussex",2020,366,286,80,0,0,0,0,87,56,42,0,0,190,176,0
"District Of Columbia","District of Columbia",2020,366,248,117,0,1,0,0,171,58,44,0,25,138,203,0
"Florida","Alachua",2020,366,274,91,1,0,0,0,105,56,42,0,0,100,266,0
"Florida","Baker",2020,363,283,78,2,0,0,0,140,55,40,0,0,137,226,0
"Florida","Bay",2020,363,210,151,2,0,0,0,146,62,47,0,0,92,271,0
"Florida","Brevard",2020,366,265,101,0,0,0,0,85,57,43,0,0,142,224,0
"Florida","Broward",2020,366,192,172,2,0,0,0,142,60,49,0,0,59,307,0
"Florida","Citrus",2020,359,241,117,1,0,0,0,125,59,43,0,0,0,359,0
"Florida","Collier",2020,364,267,97,0,0,0,0,87,58,41,0,0,73,291,0
"Florida","Columbia",2020,311,197,111,1,2,0,0,160,61,44,0,0,38,273,0
"Florida","Duval",2020,366,162,201,3,0,0,0,125,63,52,0,0,38,328,0
"Florida","Escambia",2020,360,176,184,0,0,0,0,82,63,51,0,0,82,278,0
"Florida","Flagler",2020,366,363,3,0,0,0,0,64,43,31,0,0,366,0,0
"Florida","Hamilton",2020,298,190,106,1,1,0,0,155,58,46,0,0,0,298,0
"Florida","Highlands",2020,358,345,13,0,0,0,0,74,44,31,0,0,358,0,0
"Florida","Hillsborough",2020,366,176,187,3,0,0,0,112,63,52,0,0,65,300,1
"Florida","Holmes",2020,363,221,139,3,0,0,0,138,59,47,0,0,56,307,0
"Florida","Indian River",2020,338,323,15,0,0,0,0,87,47,37,0,0,338,0,0
"Florida","Lake",2020,366,354,12,0,0,0,0,87,45,32,0,0,366,0,0
"Florida","Lee",2020,366,284,82,0,0,0,0,100,55,39,0,0,176,190,0
"Florida","Leon",2020,366,185,178,2,1,0,0,163,63,49,0,0,33,333,0
"Florida","Liberty",2020,358,356,2,0,0,0,0,51,44,31,0,0,358,0,0
"Florida","Manatee",2020,366,355,11,0,0,0,0,97,44,33,0,0,366,0,0
"Florida","Marion",2020,366,229,137,0,0,0,0,100,59,46,0,0,66,300,0
"Florida","Martin",2020,365,275,90,0,0,0,0,96,57,42,0,0,93,272,0
"Florida","Miami-Dade",2020,366,226,140,0,0,0,0,90,62,45,0,1,63,302,0
"Florida","Nassau",2020,43,35,8,0,0,0,0,57,53,42,0,0,0,43,0
"Florida","Okaloosa",2020,364,355,9,0,0,0,0,74,46,34,0,0,334,0,30
"Florida","Orange",2020,366,354,12,0,0,0,0,93,45,34,0,0,366,0,0
"Florida","Osceola",2020,366,354,12,0,0,0,0,90,44,32,0,0,366,0,0
"Florida","Palm Beach",2020,361,267,94,0,0,0,0,93,58,42,0,0,121,222,18
"Florida","Pasco",2020,366,355,11,0,0,0,0,77,46,35,0,0,366,0,0
"Florida","Pinellas",2020,366,226,140,0,0,0,0,100,60,46,0,0,76,290,0
"Florida","Polk",2020,365,252,113,0,0,0,0,87,59,42,0,0,105,258,2
"Florida","Putnam",2020,366,365,1,0,0,0,0,67,27,14,0,0,0,0,366
"Florida","Santa Rosa",2020,365,223,142,0,0,0,0,86,61,47,0,0,100,265,0
"Florida","Sarasota",2020,366,244,122,0,0,0,0,90,60,44,0,0,88,278,0
"Florida","Seminole",2020,365,287,78,0,0,0,0,84,55,40,0,0,135,227,3
"Florida","St. Lucie",2020,360,351,9,0,0,0,0,74,44,33,0,0,360,0,0
"Florida","Volusia",2020,362,252,110,0,0,0,0,77,56,44,0,0,116,246,0
"Florida","Wakulla",2020,363,265,96,0,2,0,0,164,58,41,4,0,102,257,0
"Georgia","Bibb",2020,366,262,104,0,0,0,0,97,57,42,0,0,61,305,0
"Georgia","Charlton",2020,120,111,8,1,0,0,0,139,45,26,0,0,0,120,0
"Georgia","Chatham",2020,365,232,132,1,0,0,0,131,59,46,0,0,47,318,0
"Georgia","Chattooga",2020,245,244,1,0,0,0,0,58,43,32,0,0,245,0,0
"Georgia","Clarke",2020,366,249,117,0,0,0,0,99,59,44,0,0,80,286,0
"Georgia","Clayton",2020,121,86,35,0,0,0,0,91,59,38,0,0,0,121,0
"Georgia","Cobb",2020,285,243,42,0,0,0,0,91,54,36,0,0,195,90,0
"Georgia","Coffee",2020,120,99,20,1,0,0,0,108,53,33,0,0,0,120,0
"Georgia","Columbia",2020,241,239,2,0,0,0,0,51,44,31,0,0,241,0,0
"Georgia","Dawson",2020,245,239,6,0,0,0,0,74,43,31,0,0,245,0,0
"Georgia","DeKalb",2020,366,215,150,1,0,0,0,106,61,46,0,14,64,288,0
"Georgia","Dougherty",2020,366,194,170,2,0,0,0,114,65,49,0,0,0,366,0
"Georgia","Douglas",2020,245,238,7,0,0,0,0,77,44,32,0,0,245,0,0
"Georgia","Floyd",2020,327,208,119,0,0,0,0,82,58,42,0,0,0,327,0
"Georgia","Fulton",2020,366,166,198,2,0,0,0,125,66,52,0,3,37,326,0
"Georgia","Glynn",2020,285,256,29,0,0,0,0,97,51,33,0,0,198,87,0
"Georgia","Gwinnett",2020,364,246,117,1,0,0,0,101,60,43,0,0,95,269,0
"Georgia","Hall",2020,360,221,139,0,0,0,0,99,60,44,0,0,0,360,0
"Georgia","Henry",2020,366,291,75,0,0,0,0,96,55,36,0,0,116,250,0
"Georgia","Houston",2020,363,202,160,1,0,0,0,114,62,47,0,0,0,363,0
"Georgia","Lowndes",2020,202,143,58,1,0,0,0,141,60,40,0,0,0,202,0
"Georgia","Murray",2020,272,257,15,0,0,0,0,61,46,34,0,0,227,45,0
"Georgia","Muscogee",2020,366,257,108,1,0,0,0,101,59,42,0,0,84,282,0
"Georgia","Pike",2020,354,351,3,0,0,0,0,64,44,33,0,0,354,0,0
"Georgia","Richmond",2020,366,175,190,1,0,0,0,114,64,51,0,0,44,307,15
"Georgia","Rockdale",2020,244,232,12,0,0,0,0,77,46,34,0,0,244,0,0
"Georgia","Sumter",2020,240,237,3,0,0,0,0,64,44,32,0,0,240,0,0
"Georgia","Walker",2020,177,118,59,0,0,0,0,86,58,41,0,0,0,177,0
"Georgia","Washington",2020,354,230,122,2,0,0,0,112,59,43,0,0,0,354,0
"Hawaii","Hawaii",2020,366,352,14,0,0,0,0,83,41,23,0,0,0,366,0
"Hawaii","Honolulu",2020,366,363,3,0,0,0,0,63,38,28,0,1,229,133,3
"Hawaii","Kauai",2020,365,361,4,0,0,0,0,52,32,15,0,69,0,296,0
"Hawaii","Maui",2020,349,343,6,0,0,0,0,61,31,21,0,0,0,349,0
"Idaho","Ada",2020,366,242,106,11,7,0,0,198,76,44,0,8,170,187,1
"Idaho","Bannock",2020,362,284,72,2,4,0,0,165,61,38,0,0,135,165,62
"Idaho","Benewah",2020,366,218,139,2,3,3,1,492,69,42,0,0,0,366,0
"Idaho","Blaine",2020,365,323,34,6,2,0,0,172,53,19,0,0,0,365,0
"Idaho","Boise",2020,366,199,155,6,5,1,0,223,72,46,0,0,0,366,0
"Idaho","Bonner",2020,365,283,72,5,5,0,0,190,58,32,0,0,0,316,49
"Idaho","Bonneville",2020,362,298,59,1,4,0,0,155,56,28,0,0,0,362,0
"Idaho","Butte",2020,364,334,28,1,1,0,0,152,50,40,0,0,352,12,0
"Idaho","Canyon",2020,366,210,140,10,6,0,0,158,76,42,0,0,0,352,14
"Idaho","Custer",2020,115,105,7,3,0,0,0,126,38,7,0,0,0,115,0
"Idaho","Franklin",2020,365,297,65,2,1,0,0,162,58,26,0,0,0,365,0
"Idaho","Idaho",2020,366,244,113,3,5,1,0,209,64,40,0,0,127,239,0
"Idaho","Jerome",2020,213,213,0,0,0,0,0,49,26,13,0,0,0,213,0
"Idaho","Kootenai",2020,354,288,58,1,2,4,1,518,55,26,0,0,0,354,0
"Idaho","Latah",2020,361,319,35,0,1,4,2,415,52,21,0,0,0,361,0
"Idaho","Lemhi",2020,365,194,160,8,3,0,0,168,80,46,0,0,0,365,0
"Idaho","Nez Perce",2020,366,279,76,4,0,6,1,475,63,28,0,0,0,366,0
"Idaho","Shoshone",2020,366,221,138,0,3,3,1,440,68,41,0,0,0,364,2
"Idaho","Twin Falls",2020,364,313,44,3,4,0,0,163,56,24,0,0,0,364,0
"Idaho","Valley",2020,329,205,117,5,1,1,0,211,68,40,0,0,0,329,0
"Illinois","Adams",2020,244,220,24,0,0,0,0,84,50,38,0,0,244,0,0
"Illinois","Champaign",2020,366,250,114,2,0,0,0,126,61,44,0,0,156,210,0
"Illinois","Clark",2020,363,347,16,0,0,0,0,97,45,31,0,0,363,0,0
"Illinois","Cook",2020,366,86,260,16,4,0,0,164,84,58,0,5,73,263,25
"Illinois","DuPage",2020,366,213,149,3,1,0,0,154,64,47,0,0,114,252,0
"Illinois","Effingham",2020,166,156,10,0,0,0,0,84,48,37,0,0,166,0,0
"Illinois","Hamilton",2020,353,223,129,1,0,0,0,118,61,46,0,0,94,259,0
"Illinois","Jersey",2020,358,258,99,1,0,0,0,112,58,44,0,0,144,214,0
"Illinois","Jo Daviess",2020,353,337,16,0,0,0,0,87,44,32,0,0,353,0,0
"Illinois","Kane",2020,279,204,68,6,1,0,0,161,66,42,0,0,193,86,0
"Illinois","Lake",2020,241,199,31,10,1,0,0,185,74,39,0,0,241,0,0
"Illinois","Macon",2020,362,214,148,0,0,0,0,90,60,46,0,0,100,262,0
"Illinois","Macoupin",2020,364,346,18,0,0,0,0,93,45,31,0,129,235,0,0
"Illinois","Madison",2020,365,129,233,3,0,0,0,112,71,54,0,0,91,273,1
"Illinois","McHenry",2020,334,192,133,9,0,0,0,147,62,47,0,0,107,227,0
"Illinois","McLean",2020,364,207,154,3,0,0,0,136,61,48,0,0,111,253,0
"Illinois","Peoria",2020,364,247,116,1,0,0,0,115,61,44,0,0,169,195,0
"Illinois","Randolph",2020,366,243,121,2,0,0,0,103,59,44,0,0,113,253,0
"Illinois","Rock Island",2020,355,234,120,1,0,0,0,102,61,43,0,0,109,246,0
"Illinois","Saint Clair",2020,365,260,105,0,0,0,0,100,60,42,0,73,111,181,0
"Illinois","Sangamon",2020,364,254,110,0,0,0,0,97,58,44,0,0,153,211,0
"Illinois","Will",2020,363,183,176,3,1,0,0,156,64,50,0,0,79,284,0
"Illinois","Winnebago",2020,366,205,160,1,0,0,0,101,64,47,0,0,84,282,0
"Indiana","Allen",2020,366,232,132,2,0,0,0,120,61,45,0,0,150,216,0
"Indiana","Bartholomew",2020,366,275,91,0,0,0,0,97,57,41,0,0,191,175,0
"Indiana","Boone",2020,352,330,20,2,0,0,0,101,48,32,0,0,352,0,0
"Indiana","Brown",2020,364,349,15,0,0,0,0,80,44,33,0,0,364,0,0
"Indiana","Carroll",2020,364,352,12,0,0,0,0,100,44,31,0,0,364,0,0
"Indiana","Clark",2020,366,186,180,0,0,0,0,92,62,50,0,0,77,289,0
"Indiana","Delaware",2020,365,303,62,0,0,0,0,97,55,35,0,0,291,74,0
"Indiana","Dubois",2020,123,78,45,0,0,0,0,71,59,44,0,0,0,121,2
"Indiana","Elkhart",2020,366,254,110,0,2,0,0,161,58,42,0,0,139,227,0
"Indiana","Floyd",2020,363,347,15,1,0,0,0,143,44,32,0,0,363,0,0
"Indiana","Greene",2020,361,312,49,0,0,0,0,90,54,36,0,0,292,69,0
"Indiana","Hamilton",2020,366,247,119,0,0,0,0,97,59,44,0,0,155,211,0
"Indiana","Hendricks",2020,366,348,18,0,0,0,0,87,45,32,0,0,366,0,0
"Indiana","Henry",2020,118,87,31,0,0,0,0,67,57,39,0,0,0,118,0
"Indiana","Howard",2020,366,266,99,1,0,0,0,108,58,42,0,0,207,159,0
"Indiana","Knox",2020,351,328,22,1,0,0,0,105,48,33,0,0,351,0,0
"Indiana","LaPorte",2020,366,291,68,6,1,0,0,154,63,38,0,0,309,57,0
"Indiana","Lake",2020,366,161,199,6,0,0,0,136,68,52,0,1,86,275,4
"Indiana","Madison",2020,366,233,133,0,0,0,0,97,59,44,0,0,127,239,0
"Indiana","Marion",2020,366,110,250,6,0,0,0,144,72,55,0,0,56,309,1
"Indiana","Monroe",2020,357,240,117,0,0,0,0,72,57,41,0,0,0,357,0
"Indiana","Perry",2020,366,352,13,1,0,0,0,105,45,34,0,0,366,0,0
"Indiana","Porter",2020,366,247,113,5,1,0,0,151,61,43,0,0,193,165,8
"Indiana","Posey",2020,355,336,18,1,0,0,0,112,45,31,0,0,355,0,0
"Indiana","Shelby",2020,366,347,18,1,0,0,0,115,46,32,0,0,366,0,0
"Indiana","Spencer",2020,122,80,42,0,0,0,0,67,58,42,0,0,0,122,0
"Indiana","St. Joseph",2020,366,207,154,4,1,0,0,166,65,47,0,0,137,229,0
"Indiana","Sullivan",2020,31,23,8,0,0,0,0,59,57,39,0,0,0,31,0
"Indiana","Tippecanoe",2020,348,167,181,0,0,0,0,73,61,51,0,0,0,348,0
"Indiana","Vanderburgh",2020,366,248,116,2,0,0,0,101,61,43,0,0,174,192,0
"Indiana","Vigo",2020,366,223,142,1,0,0,0,112,61,46,0,0,135,231,0
"Indiana","Wabash",2020,363,337,26,0,0,0,0,97,49,35,0,0,363,0,0
"Indiana","Warrick",2020,366,347,17,2,0,0,0,112,47,33,0,0,366,0,0
"Indiana","Whitley",2020,336,160,176,0,0,0,0,79,61,51,0,0,0,336,0
"Iowa","Black Hawk",2020,366,239,127,0,0,0,0,92,59,42,0,0,0,366,0
"Iowa","Bremer",2020,244,232,12,0,0,0,0,87,45,35,0,0,244,0,0
"Iowa","Cerro Gordo",2020,122,120,2,0,0,0,0,60,37,18,0,0,0,0,122
"Iowa","Clinton",2020,324,199,125,0,0,0,0,87,62,45,0,0,125,199,0
"Iowa","Harrison",2020,242,223,19,0,0,0,0,87,49,37,0,0,242,0,0
"Iowa","Johnson",2020,362,207,154,1,0,0,0,105,63,47,0,0,0,362,0
"Iowa","Lee",2020,118,83,35,0,0,0,0,76,58,40,0,0,0,118,0
"Iowa","Linn",2020,366,207,158,1,0,0,0,105,63,47,0,0,78,288,0
"Iowa","Montgomery",2020,366,277,89,0,0,0,0,79,57,41,0,0,121,245,0
"Iowa","Muscatine",2020,366,245,120,1,0,0,0,124,59,40,0,0,0,366,0
"Iowa","Palo Alto",2020,366,273,93,0,0,0,0,87,57,40,0,0,151,215,0
"Iowa","Polk",2020,366,261,103,0,2,0,0,199,59,42,0,4,125,237,0
"Iowa","Pottawattamie",2020,124,85,39,0,0,0,0,80,58,41,0,0,0,121,3
"Iowa","Scott",2020,366,173,190,2,1,0,0,156,66,52,0,0,73,215,78
"Iowa","Van Buren",2020,366,281,85,0,0,0,0,87,55,39,0,0,148,218,0
"Iowa","Woodbury",2020,122,92,30,0,0,0,0,81,56,39,0,0,0,122,0
"Kansas","Chase",2020,121,110,11,0,0,0,0,63,47,24,0,0,0,121,0
"Kansas","Ford",2020,302,297,5,0,0,0,0,79,29,11,0,0,0,0,302
