"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"California","Orange",2016,366,87,264,13,2,0,0,169,88,58,0,16,118,231,1
"California","Placer",2016,366,187,159,17,3,0,0,166,80,50,0,5,174,187,0
"California","Plumas",2016,355,203,141,10,1,0,0,152,76,43,0,0,0,355,0
"California","Riverside",2016,366,23,214,86,37,4,2,379,154,83,0,0,190,128,48
"California","Sacramento",2016,366,136,191,33,6,0,0,172,101,55,0,1,171,194,0
"California","San Benito",2016,366,298,63,5,0,0,0,126,61,39,0,0,325,41,0
"California","San Bernardino",2016,366,9,219,78,48,12,0,217,172,84,0,19,182,157,8
"California","San Diego",2016,366,30,294,40,2,0,0,164,105,68,0,2,176,188,0
"California","San Francisco",2016,366,236,130,0,0,0,0,71,58,41,1,26,115,224,0
"California","San Joaquin",2016,366,62,278,25,1,0,0,166,93,60,0,1,94,270,1
"California","San Luis Obispo",2016,366,140,217,8,1,0,0,156,84,55,0,0,206,143,17
"California","San Mateo",2016,366,214,152,0,0,0,0,70,59,47,1,14,80,271,0
"California","Santa Barbara",2016,366,191,163,9,2,0,1,313,69,50,0,0,172,166,28
"California","Santa Clara",2016,366,187,178,1,0,0,0,101,64,50,0,4,95,267,0
"California","Santa Cruz",2016,366,306,60,0,0,0,0,76,54,35,0,0,162,204,0
"California","Shasta",2016,366,296,56,14,0,0,0,140,74,41,0,0,358,8,0
"California","Siskiyou",2016,362,351,11,0,0,0,0,93,44,27,0,0,335,27,0
"California","Solano",2016,366,213,151,2,0,0,0,105,65,47,0,3,137,226,0
"California","Sonoma",2016,366,323,43,0,0,0,0,87,51,34,0,0,265,99,2
"California","Stanislaus",2016,366,102,221,40,3,0,0,164,103,59,0,0,163,202,1
"California","Sutter",2016,366,115,219,32,0,0,0,147,97,58,0,0,158,208,0
"California","Tehama",2016,366,218,106,37,5,0,0,174,108,45,0,0,307,58,1
"California","Trinity",2016,167,83,84,0,0,0,0,97,73,51,0,0,0,167,0
"California","Tulare",2016,366,55,187,102,22,0,0,177,145,77,0,0,199,164,3
"California","Tuolumne",2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0
"California","Ventura",2016,366,120,237,9,0,0,0,147,84,56,0,0,138,224,4
"California","Yolo",2016,366,246,116,4,0,0,0,115,64,43,0,1,216,148,1
"Colorado","Adams",2016,366,236,129,1,0,0,0,105,65,46,1,82,172,89,22
"Colorado","Alamosa",2016,360,354,4,1,0,1,0,271,31,18,0,0,0,16,344
"Colorado","Arapahoe",2016,366,261,99,6,0,0,0,119,71,44,0,0,349,17,0
"Colorado","Archuleta",2016,347,343,4,0,0,0,0,82,31,17,0,0,0,0,347
"Colorado","Boulder",2016,204,178,26,0,0,0,0,97,52,39,0,0,103,97,4
"Colorado","Chaffee",2016,151,97,51,3,0,0,0,105,71,47,0,0,151,0,0
"Colorado","Clear Creek",2016,311,210,94,6,1,0,0,154,77,47,0,0,311,0,0
"Colorado","Delta",2016,119,117,2,0,0,0,0,64,31,16,0,0,0,0,119
"Colorado","Denver",2016,366,127,235,4,0,0,0,112,74,54,0,149,90,126,1
"Colorado","Douglas",2016,362,251,95,15,1,0,0,151,80,44,0,0,351,11,0
"Colorado","El Paso",2016,366,253,111,2,0,0,0,126,67,46,0,0,316,50,0
"Colorado","Fremont",2016,52,52,0,0,0,0,0,50,24,14,0,0,0,0,52
"Colorado","Garfield",2016,366,263,102,1,0,0,0,126,67,47,0,0,363,3,0
"Colorado","Grand",2016,152,131,21,0,0,0,0,80,54,44,0,0,152,0,0
"Colorado","Gunnison",2016,366,316,50,0,0,0,0,87,54,44,0,0,344,0,22
"Colorado","Jackson",2016,115,114,1,0,0,0,0,53,19,8,0,0,0,115,0
"Colorado","Jefferson",2016,366,245,101,17,3,0,0,159,87,46,0,0,366,0,0
"Colorado","La Plata",2016,366,238,120,8,0,0,0,122,80,47,0,1,336,26,3
"Colorado","Larimer",2016,366,162,196,7,1,0,0,151,87,51,0,0,284,81,1
"Colorado","Mesa",2016,366,245,120,1,0,0,0,102,67,47,0,0,276,90,0
"Colorado","Moffat",2016,345,316,29,0,0,0,0,67,50,41,0,0,345,0,0
"Colorado","Montezuma",2016,366,286,80,0,0,0,0,97,64,44,0,0,366,0,0
"Colorado","Montrose",2016,253,236,17,0,0,0,0,84,49,40,0,0,253,0,0
"Colorado","Park",2016,366,270,93,3,0,0,0,133,64,47,0,0,363,2,1
"Colorado","Pitkin",2016,122,122,0,0,0,0,0,44,24,12,0,0,0,25,97
"Colorado","Prowers",2016,357,350,6,1,0,0,0,115,34,17,0,0,0,0,357
"Colorado","Pueblo",2016,128,121,7,0,0,0,0,64,44,26,0,0,0,102,26
"Colorado","Rio Blanco",2016,366,271,95,0,0,0,0,90,55,44,0,0,230,136,0
"Colorado","Routt",2016,352,343,9,0,0,0,0,60,26,15,0,0,0,0,352
"Colorado","San Juan",2016,121,121,0,0,0,0,0,31,18,8,0,0,0,121,0
"Colorado","San Miguel",2016,245,189,55,1,0,0,0,105,63,44,0,0,187,0,58
"Colorado","Weld",2016,366,201,162,3,0,0,0,129,71,49,0,0,240,125,1
"Connecticut","Fairfield",2016,366,160,183,16,7,0,0,185,87,52,0,0,126,240,0
"Connecticut","Hartford",2016,366,207,152,6,1,0,0,169,68,47,0,30,127,209,0
"Connecticut","Litchfield",2016,366,296,62,7,1,0,0,164,61,39,1,0,293,72,0
"Connecticut","Middlesex",2016,174,125,36,11,2,0,0,187,97,44,0,0,174,0,0
"Connecticut","New Haven",2016,366,211,141,11,3,0,0,164,74,47,0,13,179,174,0
"Connecticut","New London",2016,357,282,65,9,1,0,0,154,61,38,0,0,167,190,0
"Connecticut","Tolland",2016,176,144,27,5,0,0,0,140,71,41,0,0,176,0,0
"Connecticut","Windham",2016,358,331,23,3,1,0,0,154,48,35,0,0,358,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2016,276,22,200,43,11,0,0,194,126,67,0,0,0,219,57
"Delaware","Kent",2016,364,272,90,2,0,0,0,136,63,42,0,0,249,115,0
"Delaware","New Castle",2016,366,173,183,9,1,0,0,154,74,52,0,9,154,203,0
"Delaware","Sussex",2016,366,259,104,3,0,0,0,129,61,43,0,0,249,117,0
"District Of Columbia","District of Columbia",2016,366,140,219,7,0,0,0,129,71,53,0,12,113,241,0
"Florida","Alachua",2016,360,278,81,1,0,0,0,101,55,42,0,0,132,228,0
"Florida","Baker",2016,358,334,24,0,0,0,0,80,47,34,0,0,358,0,0
"Florida","Bay",2016,366,279,87,0,0,0,0,87,56,43,0,0,146,220,0
"Florida","Brevard",2016,366,298,68,0,0,0,0,84,54,42,0,0,189,177,0
"Florida","Broward",2016,362,213,149,0,0,0,0,93,60,47,1,11,92,258,0
"Florida","Citrus",2016,343,213,129,1,0,0,0,104,56,45,0,0,0,343,0
"Florida","Collier",2016,366,286,80,0,0,0,0,87,54,43,0,0,133,233,0
"Florida","Columbia",2016,345,235,110,0,0,0,0,90,59,43,0,0,157,188,0
"Florida","Duval",2016,366,210,156,0,0,0,0,97,63,48,0,1,129,236,0
"Florida","Escambia",2016,366,260,106,0,0,0,0,97,58,44,0,0,214,152,0
"Florida","Flagler",2016,362,346,16,0,0,0,0,74,46,35,0,0,362,0,0
"Florida","Hamilton",2016,268,180,88,0,0,0,0,74,57,44,0,0,0,268,0
"Florida","Highlands",2016,363,347,16,0,0,0,0,87,46,33,0,0,363,0,0
"Florida","Hillsborough",2016,366,178,185,2,1,0,0,154,67,51,1,0,111,254,0
"Florida","Holmes",2016,366,219,147,0,0,0,0,80,59,46,0,0,108,258,0
"Florida","Indian River",2016,340,316,24,0,0,0,0,84,48,39,0,0,340,0,0
"Florida","Lake",2016,334,299,34,1,0,0,0,115,51,37,0,0,334,0,0
"Florida","Lee",2016,366,282,83,1,0,0,0,105,56,42,0,0,161,204,1
"Florida","Leon",2016,361,204,157,0,0,0,0,85,60,48,0,0,52,309,0
"Florida","Liberty",2016,342,333,9,0,0,0,0,67,45,33,0,0,342,0,0
"Florida","Manatee",2016,366,343,23,0,0,0,0,87,49,36,0,0,366,0,0
"Florida","Marion",2016,366,254,111,1,0,0,0,105,57,43,0,0,110,256,0
"Florida","Martin",2016,363,280,83,0,0,0,0,87,55,41,0,0,146,217,0
"Florida","Miami-Dade",2016,360,153,204,3,0,0,0,144,67,52,0,0,47,313,0
"Florida","Nassau",2016,243,155,88,0,0,0,0,86,56,45,0,0,0,243,0
"Florida","Okaloosa",2016,366,346,20,0,0,0,0,71,47,36,0,0,358,0,8
"Florida","Orange",2016,366,214,152,0,0,0,0,97,59,47,0,6,118,242,0
"Florida","Osceola",2016,366,342,24,0,0,0,0,90,49,35,0,0,366,0,0
"Florida","Palm Beach",2016,359,204,152,2,1,0,0,164,62,47,0,0,91,207,61
"Florida","Pasco",2016,366,328,37,1,0,0,0,105,51,37,0,0,366,0,0
"Florida","Pinellas",2016,366,247,119,0,0,0,0,97,58,45,0,0,120,246,0
"Florida","Polk",2016,366,251,115,0,0,0,0,90,57,44,0,0,127,239,0
"Florida","Putnam",2016,361,361,0,0,0,0,0,45,24,14,0,0,0,0,361
"Florida","Santa Rosa",2016,366,267,99,0,0,0,0,80,56,43,0,0,120,246,0
"Florida","Sarasota",2016,366,223,143,0,0,0,0,97,59,47,0,0,98,268,0
"Florida","Seminole",2016,365,325,40,0,0,0,0,87,51,38,0,0,326,32,7
"Florida","St. Lucie",2016,329,309,20,0,0,0,0,93,48,37,0,0,329,0,0
"Florida","Volusia",2016,359,276,83,0,0,0,0,90,56,42,0,0,159,200,0
"Florida","Wakulla",2016,352,259,91,1,1,0,0,183,58,41,12,0,139,201,0
"Georgia","Bibb",2016,366,184,177,5,0,0,0,147,66,50,0,0,77,289,0
"Georgia","Charlton",2016,117,102,15,0,0,0,0,69,53,31,0,0,0,117,0
"Georgia","Chatham",2016,365,234,128,3,0,0,0,143,59,44,0,0,61,304,0
"Georgia","Chattooga",2016,242,217,25,0,0,0,0,93,51,42,0,0,242,0,0
"Georgia","Clarke",2016,362,241,115,4,2,0,0,166,64,44,0,0,139,223,0
"Georgia","Clayton",2016,121,67,53,1,0,0,0,145,59,46,0,0,0,121,0
"Georgia","Cobb",2016,351,177,170,3,1,0,0,200,67,50,0,0,117,234,0
"Georgia","Coffee",2016,43,28,15,0,0,0,0,59,55,41,0,0,0,43,0
"Georgia","Columbia",2016,243,217,26,0,0,0,0,93,51,40,0,0,243,0,0
"Georgia","Coweta",2016,366,242,123,0,1,0,0,154,61,43,0,0,121,245,0
"Georgia","Dawson",2016,244,216,26,2,0,0,0,126,51,42,0,0,244,0,0
"Georgia","DeKalb",2016,366,107,250,8,1,0,0,151,74,57,0,8,78,280,0
"Georgia","Dougherty",2016,363,187,176,0,0,0,0,94,63,48,0,0,0,363,0
"Georgia","Douglas",2016,245,196,42,6,1,0,0,151,67,43,0,0,245,0,0
"Georgia","Floyd",2016,326,167,159,0,0,0,0,88,62,49,0,0,0,326,0
"Georgia","Fulton",2016,366,101,252,12,1,0,0,156,74,55,0,6,60,300,0
"Georgia","Glynn",2016,343,255,86,2,0,0,0,129,55,41,0,0,105,238,0
"Georgia","Gwinnett",2016,365,221,135,9,0,0,0,147,64,46,0,0,143,222,0
"Georgia","Hall",2016,119,78,39,1,1,0,0,156,57,40,0,0,0,119,0
"Georgia","Henry",2016,365,238,118,8,1,0,0,159,64,44,0,0,138,227,0
"Georgia","Houston",2016,352,222,128,2,0,0,0,107,58,44,0,0,0,352,0
"Georgia","Lowndes",2016,327,201,126,0,0,0,0,77,59,43,0,0,0,327,0
"Georgia","Murray",2016,275,231,43,1,0,0,0,112,58,43,0,0,230,45,0
"Georgia","Muscogee",2016,360,226,129,5,0,0,0,148,63,44,0,0,117,243,0
"Georgia","Paulding",2016,364,153,209,2,0,0,0,126,66,52,0,0,69,295,0
"Georgia","Pike",2016,339,290,45,4,0,0,0,126,58,40,0,0,339,0,0
"Georgia","Richmond",2016,365,216,145,2,2,0,0,165,61,46,0,0,91,274,0
"Georgia","Rockdale",2016,240,179,52,9,0,0,0,140,80,44,0,0,240,0,0
"Georgia","Sumter",2016,245,218,26,1,0,0,0,101,54,39,0,0,245,0,0
"Georgia","Walker",2016,348,169,176,0,3,0,0,183,62,51,0,0,0,348,0
"Georgia","Washington",2016,119,90,28,1,0,0,0,105,56,38,0,0,0,119,0
"Georgia","Wilkinson",2016,117,69,46,1,1,0,0,151,61,44,0,0,0,117,0
"Hawaii","Hawaii",2016,366,2,359,5,0,0,0,117,79,66,0,0,0,366,0
"Hawaii","Honolulu",2016,366,330,36,0,0,0,0,64,49,32,0,1,234,116,15
"Hawaii","Kauai",2016,358,352,6,0,0,0,0,59,36,17,0,46,0,312,0
"Hawaii","Maui",2016,366,324,41,1,0,0,0,130,51,28,0,0,0,366,0
"Idaho","Ada",2016,366,271,88,7,0,0,0,116,68,41,0,18,264,75,9
"Idaho","Bannock",2016,366,266,100,0,0,0,0,86,58,36,0,0,0,346,20
"Idaho","Benewah",2016,366,214,144,7,1,0,0,177,71,43,0,0,0,366,0
"Idaho","Blaine",2016,113,97,16,0,0,0,0,93,61,10,0,0,0,113,0
"Idaho","Boise",2016,363,251,106,5,1,0,0,157,64,38,0,0,0,363,0
"Idaho","Bonner",2016,366,317,49,0,0,0,0,83,55,27,0,0,0,321,45
"Idaho","Bonneville",2016,324,252,72,0,0,0,0,69,55,35,0,0,0,324,0
"Idaho","Butte",2016,362,345,16,1,0,0,0,108,48,39,0,0,357,5,0
"Idaho","Canyon",2016,366,187,175,4,0,0,0,117,67,50,0,0,0,358,8
"Idaho","Custer",2016,116,103,9,3,1,0,0,170,57,11,0,0,0,116,0
"Idaho","Franklin",2016,357,271,79,7,0,0,0,125,64,34,0,0,0,357,0
"Idaho","Idaho",2016,366,268,98,0,0,0,0,82,58,39,0,0,9,357,0
"Idaho","Jerome",2016,199,198,1,0,0,0,0,53,31,17,0,0,0,199,0
"Idaho","Kootenai",2016,351,285,66,0,0,0,0,85,55,29,0,0,0,351,0
"Idaho","Latah",2016,270,264,6,0,0,0,0,63,29,10,0,0,0,270,0
"Idaho","Lemhi",2016,364,182,153,26,3,0,0,160,97,51,0,0,0,364,0
"Idaho","Nez Perce",2016,366,287,77,2,0,0,0,141,57,31,0,0,0,366,0
"Idaho","Shoshone",2016,366,196,165,5,0,0,0,150,73,47,0,0,0,366,0
"Idaho","Twin Falls",2016,352,333,19,0,0,0,0,69,42,22,0,0,0,352,0
"Idaho","Valley",2016,348,304,44,0,0,0,0,90,52,17,0,0,0,348,0
"Illinois","Adams",2016,214,199,15,0,0,0,0,80,49,36,0,0,214,0,0
"Illinois","Champaign",2016,366,254,112,0,0,0,0,100,61,43,0,0,196,170,0
"Illinois","Clark",2016,203,175,27,1,0,0,0,101,54,38,0,0,203,0,0
"Illinois","Cook",2016,366,115,233,16,2,0,0,169,80,56,0,34,83,245,4
"Illinois","DuPage",2016,241,176,56,9,0,0,0,136,64,42,0,0,168,73,0
"Illinois","Effingham",2016,214,181,33,0,0,0,0,93,54,39,0,0,214,0,0
"Illinois","Hamilton",2016,285,197,88,0,0,0,0,100,63,42,0,0,159,126,0
"Illinois","Jersey",2016,295,202,88,5,0,0,0,150,65,44,0,0,170,125,0
"Illinois","Jo Daviess",2016,350,331,18,1,0,0,0,108,46,33,0,0,350,0,0
"Illinois","Kane",2016,358,286,64,8,0,0,0,140,59,36,0,0,287,71,0
"Illinois","Lake",2016,346,306,32,8,0,0,0,140,54,34,0,0,346,0,0
"Illinois","Macon",2016,365,201,164,0,0,0,0,97,60,49,0,0,107,258,0
"Illinois","Macoupin",2016,203,182,21,0,0,0,0,97,51,39,0,0,203,0,0
"Illinois","Madison",2016,366,176,181,9,0,0,0,129,71,51,0,0,136,229,1
"Illinois","McHenry",2016,362,241,115,6,0,0,0,129,59,44,0,0,144,218,0
"Illinois","McLean",2016,366,283,82,1,0,0,0,108,61,39,0,0,269,97,0
"Illinois","Peoria",2016,366,206,158,2,0,0,0,108,62,48,0,0,118,248,0
"Illinois","Randolph",2016,295,209,85,1,0,0,0,119,61,42,0,0,156,139,0
"Illinois","Rock Island",2016,343,298,44,1,0,0,0,108,52,34,0,0,287,56,0
"Illinois","Saint Clair",2016,366,226,136,4,0,0,0,126,63,44,0,27,167,172,0
"Illinois","Sangamon",2016,364,304,59,1,0,0,0,105,57,36,0,0,301,63,0
"Illinois","Will",2016,365,201,163,1,0,0,0,105,62,48,0,0,111,254,0
"Illinois","Winnebago",2016,354,300,51,3,0,0,0,105,56,36,0,0,288,66,0
"Indiana","Allen",2016,358,194,161,3,0,0,0,119,67,48,0,0,115,243,0
"Indiana","Bartholomew",2016,366,211,150,5,0,0,0,105,66,47,0,6,109,251,0
"Indiana","Boone",2016,181,143,35,3,0,0,0,126,71,40,0,0,181,0,0
"Indiana","Brown",2016,138,123,14,1,0,0,0,101,54,36,0,0,138,0,0
"Indiana","Carroll",2016,182,147,33,2,0,0,0,101,61,39,0,0,182,0,0
"Indiana","Clark",2016,365,195,163,7,0,0,0,143,67,49,0,0,107,258,0
"Indiana","Delaware",2016,230,170,59,1,0,0,0,115,60,42,0,0,142,88,0
"Indiana","Dubois",2016,127,78,49,0,0,0,0,76,60,44,0,0,0,125,2
"Indiana","Elkhart",2016,358,197,153,8,0,0,0,131,70,48,0,0,82,276,0
"Indiana","Floyd",2016,363,232,125,6,0,0,0,143,65,44,0,0,157,206,0
"Indiana","Greene",2016,244,161,80,3,0,0,0,140,64,42,0,0,160,84,0
"Indiana","Hamilton",2016,359,189,167,3,0,0,0,115,65,49,0,0,84,275,0
"Indiana","Hendricks",2016,183,146,37,0,0,0,0,100,67,40,0,0,183,0,0
"Indiana","Henry",2016,119,87,32,0,0,0,0,69,57,37,0,0,0,119,0
"Indiana","Howard",2016,325,173,152,0,0,0,0,84,63,48,0,0,0,325,0
"Indiana","Huntington",2016,180,156,23,1,0,0,0,105,64,37,0,0,180,0,0
"Indiana","Jackson",2016,183,146,35,2,0,0,0,129,67,40,0,0,183,0,0
"Indiana","Johnson",2016,183,158,25,0,0,0,0,100,54,38,0,0,183,0,0
"Indiana","Knox",2016,359,313,42,4,0,0,0,119,61,35,0,0,359,0,0
"Indiana","LaPorte",2016,244,185,57,2,0,0,0,112,62,39,0,0,156,88,0
"Indiana","Lake",2016,366,183,177,5,0,1,0,242,67,51,1,6,75,281,3
"Indiana","Madison",2016,358,224,134,0,0,0,0,97,64,44,0,0,99,259,0
"Indiana","Marion",2016,366,111,244,11,0,0,0,143,77,55,0,0,78,287,1
"Indiana","Monroe",2016,354,295,59,0,0,0,0,66,53,34,0,0,0,354,0
"Indiana","Morgan",2016,183,154,28,1,0,0,0,105,61,39,0,0,183,0,0
"Indiana","Perry",2016,183,140,40,3,0,0,0,136,74,41,0,0,183,0,0
"Indiana","Porter",2016,366,236,123,7,0,0,0,126,67,44,0,0,133,215,18
"Indiana","Posey",2016,181,148,32,1,0,0,0,112,64,39,0,0,181,0,0
"Indiana","Shelby",2016,183,153,29,1,0,0,0,101,61,39,0,0,183,0,0
"Indiana","Spencer",2016,118,74,44,0,0,0,0,80,59,43,0,0,0,118,0
"Indiana","St. Joseph",2016,364,182,174,8,0,0,0,119,69,51,0,16,92,256,0
"Indiana","Tippecanoe",2016,347,248,99,0,0,0,0,88,58,40,0,0,0,347,0
"Indiana","Vanderburgh",2016,364,202,158,4,0,0,0,140,67,47,2,1,133,228,0
"Indiana","Vigo",2016,363,180,182,1,0,0,0,108,67,51,0,0,79,284,0
"Indiana","Wabash",2016,347,309,33,5,0,0,0,115,51,35,0,0,347,0,0
"Indiana","Warrick",2016,183,136,42,4,1,0,0,151,71,42,0,0,183,0,0
"Indiana","Whitley",2016,356,240,116,0,0,0,0,79,58,40,0,12,0,344,0
"Iowa","Black Hawk",2016,364,179,184,1,0,0,0,118,62,51,0,0,0,364,0
"Iowa","Bremer",2016,213,196,17,0,0,0,0,80,48,33,0,0,213,0,0
"Iowa","Cerro Gordo",2016,350,346,4,0,0,0,0,59,31,15,0,0,0,0,350
"Iowa","Clinton",2016,366,92,273,1,0,0,0,108,71,57,0,0,32,334,0
"Iowa","Delaware",2016,128,99,29,0,0,0,0,81,58,31,0,0,0,107,21
"Iowa","Harrison",2016,212,188,24,0,0,0,0,84,51,37,0,0,212,0,0
"Iowa","Johnson",2016,366,236,130,0,0,0,0,100,58,44,0,0,0,366,0
"Iowa","Lee",2016,113,71,42,0,0,0,0,74,60,42,0,0,0,113,0
"Iowa","Linn",2016,366,197,168,1,0,0,0,106,63,47,0,0,81,285,0
"Iowa","Montgomery",2016,366,232,133,1,0,0,0,121,58,44,0,0,123,243,0
"Iowa","Muscatine",2016,366,188,178,0,0,0,0,96,63,49,0,0,0,366,0
